zone_risk,rain,aqi,traffic,claims,consistency,waterlogging_history,forecast_rain_48h,forecast_aqi_48h,coverage_hours,premium
96,76,360,6,2,0.5292954438550677,66,91,302,24,28.0
50,78,365,4,4,0.9939964962233083,27,12,320,24,28.0
45,91,64,5,2,0.7711021943596574,3,98,275,24,28.0
61,90,271,4,4,0.8614575264614677,28,22,234,24,28.0
59,20,161,9,3,0.982570350368843,50,32,127,24,28.0
31,63,70,1,0,0.9422482673969317,14,35,352,24,16.57
63,85,81,6,0,0.7442204033567501,38,22,220,24,28.0
64,1,243,6,2,0.6984659311921744,66,70,213,24,28.0
38,36,162,4,4,0.7536187776037786,30,33,355,24,28.0
74,81,281,8,0,0.600033368808783,9,19,119,24,28.0
17,44,83,3,1,0.953127118368934,38,83,73,24,21.53
97,54,75,9,3,0.5509841844814618,57,11,178,16,28.0
59,24,257,5,2,0.5608831887997827,25,54,58,24,28.0
54,13,161,7,0,0.7824063905430911,49,83,121,24,28.0
30,56,154,3,4,0.9348842840069629,5,3,348,24,27.48
51,2,320,5,1,0.7602635564045819,80,82,88,24,28.0
12,29,340,9,4,0.9587129264022506,51,13,205,24,28.0
67,29,139,7,4,0.8197769131886556,51,13,112,16,28.0
45,90,201,8,4,0.980733729525505,21,71,320,24,28.0
78,63,53,2,1,0.565367369728925,14,69,232,24,26.63
62,15,160,8,0,0.974977504666102,33,26,318,24,28.0
36,72,246,3,2,0.5438669636313495,98,5,239,24,28.0
98,31,135,8,1,0.8497794797258166,86,39,210,24,28.0
72,24,201,7,4,0.7291885195693304,81,31,213,24,28.0
37,15,65,2,1,0.5387977909880746,74,69,50,24,23.09
71,75,343,1,0,0.9930901558043476,39,55,240,24,27.85
97,73,160,7,1,0.7014864000616972,56,73,388,24,28.0
54,78,142,4,4,0.8043437639414004,94,80,315,24,28.0
36,14,365,5,3,0.8148206171162287,40,45,350,24,28.0
35,50,101,1,2,0.538515999992057,13,48,254,24,21.33
10,56,194,2,1,0.6099003559809619,58,80,308,24,27.93
49,88,174,2,1,0.6183990172980594,8,93,133,24,26.63
30,92,330,6,1,0.8780358051108808,8,61,285,24,28.0
35,56,86,5,3,0.9323834960460988,19,8,78,16,24.64
40,18,197,7,2,0.9850938621531362,84,43,212,24,28.0
80,21,379,7,1,0.6910574322547594,3,81,361,24,28.0
32,96,147,2,3,0.5079466965700018,27,13,211,24,28.0
84,56,254,1,0,0.5379801434824585,97,92,342,24,28.0
77,75,331,3,3,0.7860734388932001,17,52,230,24,28.0
36,30,155,1,2,0.8550725187982517,83,62,230,24,26.4
94,84,323,5,2,0.8542895625324995,81,28,74,24,28.0
65,76,303,3,0,0.653731086516763,82,51,306,24,28.0
49,80,70,6,1,0.5302814217063168,31,48,245,24,28.0
54,31,294,1,0,0.699649628012893,64,79,195,24,27.21
63,46,183,2,0,0.7586433838839632,22,42,100,24,22.61
81,24,129,3,0,0.8533418478525618,26,14,386,24,26.43
78,79,192,2,2,0.9933982970899484,9,4,225,24,26.35
35,85,72,9,0,0.8574279871002046,91,56,278,24,28.0
33,32,225,9,4,0.9231382273348127,99,13,324,24,28.0
80,58,244,1,3,0.879526005033554,10,1,245,24,27.76
26,80,269,8,4,0.9974065146518861,62,28,324,24,28.0
38,99,119,7,3,0.5808361677768558,7,54,371,24,28.0
86,39,298,5,3,0.7852289576439304,60,51,215,24,28.0
45,86,232,5,4,0.6452408028044718,89,70,287,24,28.0
31,38,264,2,1,0.9995453838986554,73,38,399,24,27.33
35,70,56,5,0,0.9218261282642488,12,24,313,24,22.34
83,31,194,6,0,0.991020043795491,39,83,64,24,28.0
15,93,170,8,4,0.8788288083014862,78,81,62,24,28.0
33,39,319,6,0,0.9553062536863026,88,65,81,24,28.0
22,32,81,8,2,0.5406395524204439,22,28,147,24,28.0
30,29,139,4,2,0.7370800872590626,57,43,330,24,28.0
32,58,177,1,1,0.9281496633580585,57,40,221,24,22.19
13,76,184,9,0,0.6219195498479702,3,64,155,24,28.0
43,90,390,8,2,0.5619695971322197,54,8,322,24,28.0
30,59,190,3,3,0.9478595873740008,91,6,75,16,28.0
84,23,315,5,4,0.547977877473295,38,18,324,24,28.0
85,51,263,5,3,0.9282859511796678,74,47,111,24,28.0
67,17,157,5,3,0.6214431183123945,60,86,230,24,28.0
34,61,271,1,1,0.8449206417179822,80,31,56,24,23.84
22,90,374,4,1,0.70803511777664,30,73,331,24,28.0
95,75,337,1,4,0.9297638526237448,51,19,152,24,28.0
49,58,254,8,4,0.5781868062666535,47,92,193,24,28.0
44,52,52,4,4,0.5439765041843645,28,95,336,24,28.0
75,75,396,5,4,0.5686074059820121,32,67,236,24,28.0
73,84,137,8,0,0.7219063704900404,48,65,144,24,28.0
72,24,181,3,2,0.7155410232417452,65,69,374,24,28.0
93,28,134,9,3,0.5709144143438374,71,94,325,24,28.0
36,7,295,5,4,0.7946358806185434,69,2,56,8,28.0
69,3,280,5,2,0.5777951621925039,63,97,62,24,28.0
16,5,369,7,1,0.9692944290886483,24,27,167,24,28.0
93,38,242,3,0,0.5636743881879427,97,68,144,24,28.0
86,42,50,6,1,0.9238056871078246,8,0,284,24,27.24
18,22,156,2,1,0.8378726275820916,92,74,183,24,24.06
12,13,115,6,2,0.6262975465595667,32,87,64,24,28.0
46,26,76,3,1,0.5983950667958997,31,38,255,24,23.86
12,45,92,4,0,0.9916207182361993,73,62,345,24,25.06
27,66,239,4,0,0.7548712250213103,45,74,331,24,28.0
36,37,327,6,4,0.6041634588640208,98,72,164,24,28.0
60,17,220,3,1,0.7807622993865726,6,96,387,24,28.0
54,85,164,7,2,0.7383559659284071,22,11,165,16,28.0
97,61,291,8,0,0.8355562491872179,53,80,322,24,28.0
59,23,307,3,4,0.5269310572275483,32,20,166,24,28.0
83,52,351,9,2,0.5685298417682907,34,81,246,24,28.0
34,10,251,1,3,0.5248951265938546,95,20,67,24,26.87
69,17,306,8,1,0.6508896115681382,59,33,341,24,28.0
71,0,390,1,3,0.8866381113334075,99,38,312,24,28.0
31,49,350,8,2,0.7122806191032786,45,74,55,24,28.0
30,61,274,3,1,0.9615719438584289,61,82,230,24,28.0
33,55,239,2,3,0.6588802534124771,65,7,274,24,28.0
47,61,205,1,1,0.9261182624879555,4,9,189,16,19.04
91,57,198,5,0,0.7265783721525132,88,63,226,24,28.0
81,16,378,6,0,0.7116682212331908,6,6,160,16,28.0
36,7,333,2,1,0.9192674538268684,9,32,180,24,20.13
23,43,351,4,4,0.6884475084426069,4,88,343,24,28.0
59,37,105,8,0,0.8321877054257811,76,43,267,24,28.0
64,54,178,8,3,0.9233274567511471,85,52,363,24,28.0
46,48,116,3,0,0.8514254116980162,32,51,200,24,22.37
14,70,234,6,0,0.5266650341033732,76,75,53,24,28.0
81,63,214,5,4,0.8397540113682778,7,39,286,24,28.0
14,27,294,8,0,0.5062963063337473,8,1,112,8,25.57
60,30,56,3,2,0.9916079933268729,72,9,110,16,24.41
59,46,50,9,0,0.733357661201951,64,61,233,24,28.0
76,16,365,1,0,0.9251054908009938,40,11,164,16,24.14
63,88,398,4,4,0.6668574242378964,71,35,123,24,28.0
16,99,65,9,0,0.5452926787730509,55,5,178,16,28.0
48,0,281,9,2,0.889276512759271,20,29,273,24,28.0
42,47,327,6,3,0.7667542930672567,43,88,258,24,28.0
88,73,276,7,3,0.8884156847241442,75,64,370,24,28.0
19,17,352,2,0,0.5596250838407333,85,25,267,24,24.81
18,20,144,4,2,0.5390159353269277,13,32,120,24,21.66
33,72,124,8,2,0.6079926378647517,34,35,216,24,28.0
13,63,251,6,0,0.6694915446690854,98,73,171,24,28.0
76,89,64,1,2,0.7995878176052889,18,75,393,24,28.0
78,23,396,6,3,0.636995300236295,83,63,90,24,28.0
77,4,358,8,1,0.9398990286559598,45,29,175,24,28.0
25,78,116,7,4,0.7302134111833007,22,78,131,24,28.0
34,7,51,6,3,0.6362971431899926,18,86,131,24,28.0
62,92,392,1,3,0.5642934064656366,53,43,164,24,28.0
10,62,297,7,1,0.8966148391366611,30,76,170,24,28.0
33,68,260,1,0,0.9323569814376511,32,31,269,24,21.64
50,11,291,7,2,0.9274628282555356,53,56,91,24,28.0
80,30,229,2,2,0.7416243470223123,9,7,267,24,26.61
84,19,176,9,3,0.5763264900003036,87,96,154,24,28.0
72,90,326,5,4,0.9757318398729098,67,47,385,24,28.0
99,61,247,1,4,0.9504339472007897,38,33,170,24,28.0
24,5,265,8,0,0.507887194885723,64,27,197,24,28.0
57,71,114,3,2,0.559978103874096,73,75,248,24,28.0
73,60,61,8,0,0.5018580501359919,13,33,97,24,28.0
70,80,84,7,0,0.6519267904341113,35,78,301,24,28.0
28,41,118,3,2,0.5601999833406439,51,11,388,24,28.0
56,75,85,2,0,0.5505625940908292,42,33,289,24,24.86
58,17,174,9,4,0.7172100690591647,88,23,270,24,28.0
73,58,343,1,1,0.7293841449782965,96,86,175,24,28.0
20,23,137,7,1,0.5315083894376854,9,88,289,24,28.0
56,14,281,8,1,0.6519504384862341,65,75,328,24,28.0
22,80,65,9,1,0.7883366588796006,11,55,227,24,28.0
29,65,85,6,3,0.9084302402705112,95,58,69,24,28.0
45,96,192,2,2,0.9850322685100821,90,4,172,16,28.0
65,30,391,3,1,0.6088329380329691,82,6,381,24,28.0
93,86,202,2,0,0.840757267721169,3,64,346,24,28.0
24,53,241,8,1,0.6939932400476612,17,79,179,24,28.0
45,19,372,8,1,0.5320676261186916,56,68,179,24,28.0
65,83,239,2,1,0.5671192095468718,54,19,355,24,28.0
34,83,202,5,3,0.7559031987193121,42,61,253,24,28.0
78,62,307,6,2,0.9782744543646033,44,50,329,24,28.0
39,36,298,5,2,0.7163212403020179,79,49,134,24,28.0
64,54,53,1,4,0.92110504010513,82,4,149,8,27.94
27,43,336,7,4,0.8080492810746773,54,67,90,24,28.0
54,73,268,4,4,0.5966893049395277,44,78,261,24,28.0
93,44,232,5,3,0.6088645171235123,93,25,342,24,28.0
22,92,246,9,4,0.82146560408038,19,71,250,24,28.0
30,60,75,6,1,0.8414822093443436,10,26,399,24,26.46
92,33,87,7,4,0.8363562632433851,66,27,357,24,28.0
39,57,231,5,0,0.7907541548120361,77,13,234,24,28.0
68,7,121,3,4,0.6724445870865916,44,12,204,24,28.0
28,25,102,3,4,0.5427334007437407,91,95,229,24,28.0
63,2,292,5,2,0.9739585394672485,42,28,121,24,28.0
60,41,208,2,1,0.7476075963357731,6,47,129,24,22.41
69,32,164,3,3,0.6942136106139285,41,8,356,24,28.0
26,16,146,4,3,0.5759962807223387,2,87,143,24,27.06
17,85,394,1,4,0.7610117088321744,64,20,314,24,28.0
29,55,276,4,1,0.5482882903528321,72,21,50,24,28.0
78,72,342,6,2,0.745059618063391,95,12,133,16,28.0
52,36,271,9,4,0.6421598434891458,20,40,378,24,28.0
51,41,307,4,4,0.5260189188472801,76,20,369,24,28.0
35,31,362,7,4,0.7275258524040693,94,17,212,24,28.0
21,50,138,4,1,0.6331141431587342,38,7,174,16,23.66
38,21,238,1,4,0.6606275867069562,80,30,230,24,28.0
43,37,303,2,3,0.8606025624809719,71,20,294,24,28.0
70,34,97,7,4,0.6262237598049298,80,67,327,24,28.0
41,21,204,3,3,0.9936569911053306,8,33,277,24,24.84
82,14,350,4,1,0.6420679321026992,18,15,124,16,28.0
17,32,123,2,2,0.9385136356308186,49,2,281,24,20.9
68,27,351,6,1,0.7183072811008632,92,80,300,24,28.0
60,28,395,9,4,0.5423380776213449,3,56,80,24,28.0
12,66,139,2,0,0.7848539252849667,65,87,252,24,23.59
33,98,154,3,1,0.7340304313977322,65,14,134,16,26.47
44,68,284,8,4,0.8814167126512671,48,16,91,24,28.0
81,39,223,7,3,0.685947999770588,94,88,160,24,28.0
61,34,168,5,4,0.8966564231999509,52,51,191,24,28.0
38,7,275,8,0,0.5753684965155842,50,36,270,24,28.0
78,52,273,4,2,0.8138151774508939,0,6,194,16,28.0
52,70,322,3,4,0.9102807058995489,53,92,295,24,28.0
78,29,200,7,4,0.5725326973202118,46,20,325,24,28.0
32,67,70,1,0,0.5181274477207637,13,58,132,24,16.44
59,33,311,1,4,0.8003336338528029,6,96,178,24,28.0
22,42,76,7,3,0.7174920895852315,88,96,66,24,28.0
54,77,150,8,2,0.6185386437781073,53,26,151,24,28.0
54,86,80,4,0,0.753619749108432,66,35,310,24,28.0
55,78,101,1,2,0.7070545410619979,95,22,194,24,27.78
93,43,90,6,1,0.8965854099970207,67,62,200,24,28.0
53,82,167,4,2,0.6066070978300722,77,17,204,24,28.0
60,59,123,1,2,0.7275055161534787,14,50,97,24,22.3
81,0,358,2,3,0.7583267446306214,96,6,141,16,28.0
12,62,320,7,2,0.5586358847769552,80,17,110,24,28.0
70,52,75,3,2,0.7607110211741619,7,20,348,24,27.16
30,2,80,7,2,0.8563590014792748,72,56,146,24,28.0
42,89,349,5,0,0.9536328564074088,16,14,83,16,26.25
89,3,377,2,0,0.8973646703681393,72,1,322,24,28.0
67,73,58,2,2,0.5499431589988033,73,54,279,24,28.0
59,64,52,4,1,0.6692675385113647,14,86,255,24,27.98
88,73,169,9,3,0.6417338609555031,24,55,283,24,28.0
99,63,249,6,3,0.7763737237983517,75,8,187,16,28.0
19,72,367,3,2,0.6937831691499161,18,37,183,24,27.53
24,92,352,6,4,0.7131949473847126,65,61,72,24,28.0
53,51,95,3,3,0.5626504482030545,51,23,194,24,28.0
98,45,113,7,3,0.6692402551839889,63,27,391,24,28.0
65,58,269,9,3,0.5091743308368163,43,14,285,24,28.0
60,52,83,8,2,0.8016724826558768,69,95,70,24,28.0
16,89,128,8,0,0.9465693591897167,51,78,161,24,28.0
62,15,145,5,1,0.8237538787006187,1,86,143,24,26.78
72,2,160,1,0,0.5568011847369898,92,13,269,24,23.98
94,44,273,6,0,0.8163296879647699,3,2,162,16,28.0
39,30,260,4,2,0.9604430789150975,24,14,229,24,27.47
75,56,362,4,3,0.889210305767852,13,90,295,24,28.0
23,98,82,4,0,0.9701170964364447,23,3,213,24,21.13
86,57,186,7,1,0.8948342313902513,19,73,299,24,28.0
71,57,327,3,2,0.8088096907769777,47,7,192,16,28.0
41,52,116,4,4,0.5180763302706446,40,18,280,24,28.0
57,85,112,4,4,0.791060685409918,73,17,156,24,28.0
29,81,188,6,2,0.5200098203695029,63,33,392,24,28.0
74,54,123,5,0,0.7377887048592332,8,94,161,24,28.0
61,17,82,4,2,0.8205597325259897,63,29,281,24,28.0
14,75,178,9,1,0.5751074477334629,45,52,75,24,28.0
70,66,75,3,3,0.8525100174344058,59,38,172,24,28.0
45,20,353,4,0,0.6808226638775098,17,14,384,24,27.1
15,42,77,8,4,0.6343734726448842,87,57,277,24,28.0
40,46,83,2,1,0.8463536755717205,71,51,184,24,22.94
85,18,395,3,1,0.9844296677338942,53,5,269,24,28.0
87,77,69,3,4,0.5640088543208328,1,44,217,24,28.0
33,28,117,2,1,0.9121014557811272,52,78,98,24,22.38
41,60,219,1,2,0.9010890497622361,44,76,370,24,28.0
23,92,180,8,0,0.7908956323888551,12,99,250,24,28.0
23,99,187,8,2,0.9662229778425073,70,41,115,24,28.0
88,72,96,1,3,0.5857564988240112,17,23,328,24,28.0
21,22,70,8,1,0.7059798399478994,30,96,295,24,28.0
77,69,156,8,4,0.6409128395498424,70,26,128,24,28.0
61,97,299,9,0,0.9622851098433669,98,67,221,24,28.0
26,94,343,6,1,0.7351151934993576,5,5,101,8,28.0
24,67,161,6,2,0.549528217107994,63,25,235,24,28.0
40,65,141,2,2,0.9167034193401538,23,56,206,24,25.15
65,53,182,3,2,0.7767307359624676,68,43,255,24,28.0
47,61,71,9,0,0.933981884968076,4,92,359,24,28.0
95,48,308,6,2,0.6528614996516147,37,63,221,24,28.0
79,64,330,4,1,0.5765512523994,66,36,258,24,28.0
64,37,240,1,1,0.6158503290879291,18,51,207,24,23.79
64,13,318,4,1,0.6083080178880431,8,40,353,24,28.0
21,9,55,2,1,0.6048792575056675,40,82,55,24,19.74
11,14,321,5,1,0.8919582548396014,9,72,205,24,25.33
33,18,274,4,2,0.6252542179429174,17,22,133,24,25.22
15,52,347,2,0,0.6037296007399392,33,39,393,24,26.44
26,28,277,2,3,0.9811390300762316,72,60,351,24,28.0
55,16,115,8,4,0.8371182808140996,53,15,130,16,28.0
16,7,377,7,2,0.6467392886795071,37,53,125,24,28.0
24,91,279,2,3,0.5172018138571473,18,50,249,24,28.0
66,67,80,6,2,0.8423977010750765,42,28,315,24,28.0
21,45,335,2,0,0.5688194990206821,62,25,328,24,26.72
84,73,355,4,3,0.7106699083055241,28,37,170,24,28.0
99,83,197,8,4,0.7022582015575658,64,85,291,24,28.0
60,2,267,9,4,0.9557898006261094,54,79,91,24,28.0
30,9,362,9,0,0.9176811770894462,46,53,351,24,28.0
77,3,271,2,4,0.9659513422103017,99,84,302,24,28.0
94,84,53,1,1,0.55165023890664,1,8,296,24,24.64
66,44,195,9,1,0.6695142748719549,88,89,277,24,28.0
51,34,116,9,2,0.6630925306389546,85,71,128,24,28.0
54,70,196,8,1,0.9315134740748119,92,76,361,24,28.0
50,41,55,5,1,0.9164279043089605,39,40,314,24,27.97
17,43,244,3,1,0.5987922929141591,79,99,387,24,28.0
87,29,115,5,3,0.5512003079814495,14,19,310,24,28.0
16,17,105,2,2,0.7393433987402955,44,27,355,24,22.97
11,83,117,8,4,0.8687690937741894,47,44,270,24,28.0
67,35,51,9,1,0.9285485947799288,57,14,328,24,28.0
75,69,398,5,0,0.5419042167435821,17,63,379,24,28.0
53,16,190,4,3,0.5925825227081013,90,63,294,24,28.0
75,33,136,7,0,0.9690140636822338,75,18,379,24,28.0
26,49,281,7,0,0.5036262140075722,78,94,64,24,28.0
37,3,341,7,0,0.6332750602271435,97,46,386,24,28.0
48,37,349,3,0,0.9757386264262968,25,35,146,24,24.76
10,52,311,5,1,0.8631432320090602,68,89,218,24,28.0
60,46,318,5,1,0.6383900407328873,58,90,315,24,28.0
22,1,267,9,1,0.5539528586114881,88,78,126,24,28.0
17,20,159,1,4,0.6675245854692412,21,29,239,24,24.14
82,44,84,2,1,0.6035360876951217,69,61,81,24,28.0
17,84,195,5,3,0.8922550678387766,27,38,209,24,28.0
86,78,67,7,2,0.5561006833828215,19,96,292,24,28.0
44,68,288,5,0,0.604192601628226,11,15,309,24,28.0
98,33,141,9,1,0.735625358311764,24,27,213,24,28.0
91,5,371,3,2,0.8083561653835674,77,66,225,24,28.0
74,43,304,3,2,0.9722801851335738,49,62,346,24,28.0
16,8,309,9,0,0.9638661398915019,81,20,177,24,28.0
76,65,233,7,0,0.582108479113673,67,31,243,24,28.0
38,65,303,6,3,0.5993683319350784,35,18,140,24,28.0
54,83,271,9,2,0.7334957269509075,18,40,75,24,28.0
37,63,373,3,1,0.5645919589043747,9,72,149,24,28.0
28,63,68,9,3,0.5655781119826293,41,38,130,24,28.0
27,20,263,7,1,0.5223551372774482,5,49,257,24,28.0
75,0,234,4,4,0.5656434355413196,0,18,95,24,28.0
76,1,105,5,0,0.8520773753944368,96,78,199,24,28.0
36,54,209,3,3,0.5168048311575031,73,83,390,24,28.0
87,85,166,7,0,0.6133847766753833,55,63,197,24,28.0
47,74,285,3,2,0.6427938398970281,15,86,237,24,28.0
85,39,372,2,3,0.7002082305854137,51,23,398,24,28.0
93,81,127,2,1,0.5106944233375399,33,40,218,24,28.0
84,90,72,6,3,0.9107957870587902,11,29,392,24,28.0
74,40,167,6,2,0.8030050368735716,92,9,100,16,28.0
47,0,298,6,0,0.5994748548359953,32,14,286,24,28.0
40,20,340,9,2,0.7786725323582334,44,58,317,24,28.0
21,32,261,8,0,0.6873364449209911,51,53,282,24,28.0
58,63,149,6,1,0.7269664808714952,71,61,267,24,28.0
97,23,89,8,0,0.5601914823873099,20,94,245,24,28.0
93,62,65,5,2,0.7563682351426126,78,69,353,24,28.0
24,83,339,2,3,0.821401754391438,97,48,127,24,28.0
97,27,97,5,1,0.6420890001951312,47,72,78,24,28.0
69,28,363,7,2,0.9264172865927387,6,48,231,24,28.0
77,77,283,2,1,0.6424543115208825,7,52,248,24,28.0
16,8,308,1,1,0.9861299008708553,45,89,235,24,23.05
37,13,58,3,1,0.7409106677070987,80,33,196,24,22.46
48,81,318,5,1,0.5896766796322759,87,28,161,24,28.0
81,25,106,1,3,0.6817781469338364,46,77,155,24,28.0
68,30,247,1,4,0.6132323458386975,78,14,357,24,28.0
78,91,274,6,1,0.7799205477919959,86,85,122,24,28.0
56,29,321,4,4,0.6557477123638009,58,63,185,24,28.0
61,17,396,2,1,0.5714292144332462,47,44,149,24,28.0
94,45,214,9,0,0.6590662656667454,50,61,212,24,28.0
90,41,350,6,3,0.5677705065454184,78,29,243,24,28.0
52,33,328,5,4,0.8269023296921654,95,6,215,24,28.0
61,43,241,8,3,0.6064586428021528,81,97,279,24,28.0
10,42,291,2,3,0.9101725075237652,15,38,320,24,25.31
42,86,358,9,1,0.9888617559363218,5,30,246,24,28.0
49,29,374,7,4,0.7841041703937455,3,49,283,24,28.0
12,11,114,2,4,0.702760577601768,31,83,322,24,28.0
43,34,283,8,1,0.6405139631351012,47,32,138,24,28.0
36,0,390,1,1,0.9186406368495292,24,83,106,24,24.32
75,14,318,2,3,0.7906924476682555,13,65,339,24,28.0
34,53,304,9,1,0.9448789074865769,92,52,92,24,28.0
47,41,225,3,1,0.6562527284926012,93,15,336,24,28.0
67,27,53,3,4,0.9754208330858674,31,29,58,24,27.42
45,28,193,5,1,0.745229762578744,98,27,303,24,28.0
40,32,264,9,0,0.8358839802281812,64,41,332,24,28.0
98,31,137,9,2,0.5640675201252621,98,78,194,24,28.0
41,6,260,7,4,0.8494925540872428,84,47,234,24,28.0
80,36,264,9,4,0.8004212129329571,40,96,338,24,28.0
49,98,83,4,2,0.9071472596737763,68,62,270,24,28.0
19,12,270,5,1,0.6285573315020725,75,58,254,24,28.0
95,14,254,1,2,0.6145007128515172,51,0,60,8,28.0
67,39,263,3,3,0.569719163574987,5,27,57,24,28.0
14,53,161,1,0,0.60231273627951,77,13,203,24,19.26
71,90,74,4,1,0.8803412567695194,2,86,161,24,28.0
67,63,96,9,3,0.5488520518452967,49,68,265,24,28.0
38,92,139,8,2,0.9609227497738925,18,39,307,24,28.0
92,64,239,6,4,0.7901094818452703,48,98,118,24,28.0
47,3,175,5,4,0.9670732075230561,30,21,188,24,28.0
43,14,187,6,4,0.5194668536446856,36,27,208,24,28.0
79,13,171,7,0,0.5350983057038567,37,40,152,24,28.0
49,63,138,4,0,0.9308163031227736,58,90,50,24,27.18
22,29,246,2,4,0.539054844375578,71,49,129,24,28.0
40,50,204,1,4,0.8575959353268245,71,32,175,24,28.0
50,18,346,5,0,0.6753592547271254,22,74,82,24,28.0
29,24,139,8,3,0.8846156017707189,32,73,245,24,28.0
24,50,311,5,4,0.5134925179342462,34,85,195,24,28.0
35,85,110,3,4,0.629253126073906,95,30,339,24,28.0
96,88,184,3,0,0.5514042808679269,2,52,141,24,28.0
47,50,149,5,2,0.7121690698981378,4,89,394,24,28.0
19,7,317,6,1,0.5447391914912088,90,49,345,24,28.0
87,86,126,9,3,0.9908053278212164,20,0,302,24,28.0
47,40,186,7,2,0.5096522083589333,87,25,335,24,28.0
43,45,151,5,4,0.6753511637153637,37,27,110,24,28.0
32,45,162,3,3,0.5498305763656244,2,68,388,24,28.0
51,61,235,9,0,0.8841824963463003,59,68,364,24,28.0
55,33,150,1,0,0.716051448705814,24,53,122,24,19.84
76,14,53,6,3,0.8172852542671181,36,61,185,24,28.0
46,44,146,1,4,0.7810722272542878,20,88,66,24,28.0
65,49,184,6,1,0.9829751025562867,82,6,222,24,28.0
68,87,252,9,0,0.6053227988177683,39,52,349,24,28.0
72,1,198,8,1,0.9027368673399123,51,8,260,24,28.0
27,83,79,8,0,0.9003118282064078,46,82,271,24,28.0
99,43,279,4,4,0.5099399543486403,96,4,141,8,28.0
97,80,99,7,3,0.7420229379801896,10,11,369,24,28.0
17,64,314,2,4,0.867557912420198,67,75,379,24,28.0
12,67,392,5,1,0.624676155453351,42,18,319,24,28.0
30,42,77,5,3,0.5530135949776894,37,16,199,24,28.0
92,44,379,6,1,0.5705488982144626,30,34,86,24,28.0
56,99,72,4,1,0.7294206698013916,14,36,286,24,26.84
13,21,258,6,0,0.6428244353590276,16,71,147,24,25.04
99,93,385,6,3,0.9433862542712134,67,81,331,24,28.0
50,74,343,3,2,0.6444789095703586,89,55,336,24,28.0
92,56,228,8,1,0.5847600801647312,3,9,122,16,28.0
92,14,283,3,0,0.5536179008847617,55,20,211,24,28.0
26,17,130,2,2,0.9724445131074768,56,9,342,24,23.12
57,68,105,7,3,0.5152111571966421,54,37,292,24,28.0
82,89,64,9,4,0.5386467465752329,56,54,357,24,28.0
13,42,89,6,0,0.6735834198371463,93,6,213,24,24.84
44,87,325,1,2,0.5642840529275915,89,25,85,24,28.0
52,98,348,3,3,0.5768157601966333,77,96,287,24,28.0
54,44,137,1,3,0.8833489119167413,22,89,383,24,28.0
21,67,228,9,1,0.9793716484542186,43,18,160,24,28.0
12,82,74,8,0,0.7053546979516692,54,34,236,24,28.0
48,56,132,3,1,0.5043873775309589,40,21,279,24,27.24
36,20,336,5,1,0.6749261838518319,8,82,315,24,28.0
68,39,359,7,3,0.9442158525720481,47,5,301,24,28.0
82,34,249,7,3,0.5201223853096253,18,61,376,24,28.0
19,24,299,3,1,0.7399915327644959,75,39,381,24,28.0
79,9,371,8,4,0.5477678046808225,86,10,171,16,28.0
45,48,353,3,2,0.9744408124497319,90,76,228,24,28.0
26,31,203,9,3,0.7111759363503672,11,70,50,24,28.0
42,13,300,8,1,0.7844850168806206,67,38,50,24,28.0
50,44,137,2,1,0.8446694111000415,78,80,190,24,27.64
80,8,148,7,1,0.591300699041139,95,73,114,24,28.0
78,66,99,5,2,0.7139930861062955,56,85,67,24,28.0
25,1,318,8,2,0.592611665415469,73,96,208,24,28.0
85,8,122,2,2,0.8451887858157117,18,99,165,24,26.95
99,73,329,4,4,0.8141681826493269,35,70,271,24,28.0
26,47,201,6,1,0.5690418283010046,84,0,55,8,28.0
87,54,87,1,3,0.6862334739128366,89,78,127,24,28.0
29,54,353,3,0,0.8385799789611603,9,51,339,24,25.25
45,60,193,2,2,0.527820386343869,64,34,374,24,28.0
59,11,253,5,2,0.9215995708118425,62,72,161,24,28.0
45,53,96,9,2,0.9946281193075295,98,94,173,24,28.0
62,31,145,8,4,0.7615890049197503,29,57,81,24,28.0
75,50,316,4,4,0.5178148976950696,48,18,217,24,28.0
16,4,347,8,0,0.9624361277167051,72,48,346,24,28.0
12,85,345,3,3,0.9168037793441202,70,70,138,24,28.0
44,23,89,4,3,0.8229054400256037,80,64,111,24,28.0
90,1,183,5,2,0.5202503432409598,88,38,77,24,28.0
89,62,304,9,3,0.8049327739505479,84,79,100,24,28.0
54,89,278,6,2,0.5986441543585342,72,88,64,24,28.0
86,45,139,5,4,0.5044331390668118,60,50,215,24,28.0
21,87,126,8,1,0.9486482942666473,75,38,255,24,28.0
39,47,260,2,2,0.6701587021490958,50,12,219,24,27.65
63,66,385,8,2,0.9782490623885493,31,48,114,24,28.0
79,26,200,5,3,0.5975151158945772,8,19,131,24,28.0
72,85,377,2,0,0.6216762470167994,81,90,321,24,28.0
94,4,206,5,2,0.5178692758637338,77,56,132,24,28.0
44,87,283,6,3,0.695257848842197,33,44,355,24,28.0
11,14,192,5,0,0.780898926331069,51,22,86,24,20.8
50,56,146,9,4,0.6641543551789559,45,59,289,24,28.0
28,90,374,5,0,0.8830399995591106,29,99,353,24,28.0
25,70,67,8,4,0.5248835982942878,2,94,330,24,28.0
17,64,367,7,2,0.9950436228163856,48,10,90,16,28.0
71,51,243,4,1,0.6104124579389081,74,66,310,24,28.0
94,21,167,5,3,0.9384944154869928,85,52,126,24,28.0
